,Unnamed: 0,item,condition,sentence,target,alternative,rnng 0 correct (surprisal),rnng 1 correct (surprisal),rnng 2 correct (surprisal),rnng 3 correct (surprisal),rnng 4 correct (surprisal),(lstm 0 at word 1),(lstm 0 at word 2),(lstm 0 at word 3),(lstm 0 at word 4),(lstm 0 at word 5),(lstm 0 at word 6),(lstm 0 at word 7),(lstm 0 at word 8),(lstm 0 at word 9),(lstm 0 at word 10),lstm 0 (surprisal),(lstm 1 at word 1),(lstm 1 at word 2),(lstm 1 at word 3),(lstm 1 at word 4),(lstm 1 at word 5),(lstm 1 at word 6),(lstm 1 at word 7),(lstm 1 at word 8),(lstm 1 at word 9),(lstm 1 at word 10),lstm 1 (surprisal),(lstm 2 at word 1),(lstm 2 at word 2),(lstm 2 at word 3),(lstm 2 at word 4),(lstm 2 at word 5),(lstm 2 at word 6),(lstm 2 at word 7),(lstm 2 at word 8),(lstm 2 at word 9),(lstm 2 at word 10),lstm 2 (surprisal),(lstm 3 at word 1),(lstm 3 at word 2),(lstm 3 at word 3),(lstm 3 at word 4),(lstm 3 at word 5),(lstm 3 at word 6),(lstm 3 at word 7),(lstm 3 at word 8),(lstm 3 at word 9),(lstm 3 at word 10),lstm 3 (surprisal),(lstm 4 at word 1),(lstm 4 at word 2),(lstm 4 at word 3),(lstm 4 at word 4),(lstm 4 at word 5),(lstm 4 at word 6),(lstm 4 at word 7),(lstm 4 at word 8),(lstm 4 at word 9),(lstm 4 at word 10),lstm 4 (surprisal)
0,0,ParkerAn_0_OBLIQUE_S_G,OBLIQUE_S_G,The waitress who sat near the girl unsurprisingly was unhappy about all the noise,,,103.337,104.081,103.04899999999999,102.60700000000001,109.11,13.728130340576172,3.815427780151367,6.999754905700684,6.11210823059082,0.40491199493408203,7.890138626098633,4.620888710021973,2.448688507080078,7.700272560119629,3.2258644104003906,72.95304298400879,13.986982345581055,4.340152740478516,7.005821704864502,6.763335227966309,0.4121847152709961,8.840919494628906,4.896059036254883,2.847905158996582,7.668479919433594,2.768634796142578,75.28445243835449,13.33535385131836,4.180143356323242,7.072461128234863,5.547416687011719,0.3349447250366211,8.395263671875,4.8651838302612305,2.8070831298828125,7.303394794464111,2.960966110229492,73.19387435913086,13.371607780456543,4.079667091369629,6.972287178039551,6.313377380371094,0.562016487121582,8.272465705871582,4.763452529907227,3.869692802429199,7.443027496337891,3.08526611328125,74.3822431564331,13.055578231811523,4.25570011138916,7.195284843444824,6.519892692565918,0.3555717468261719,8.713366508483887,5.832675933837891,2.449312210083008,7.9616193771362305,3.0129871368408203,74.83124780654907
1,1,ParkerAn_0_OBLIQUE_S_U,OBLIQUE_S_U,The waitress who sat near the girl unsurprisingly were unhappy about all the noise,,,104.87899999999999,108.42200000000001,106.26,106.145,107.34700000000001,13.728130340576172,3.815427780151367,6.999754905700684,6.11210823059082,0.40491199493408203,7.890138626098633,4.620888710021973,5.821287155151367,7.712193489074707,2.8952083587646484,76.00882577896118,13.986982345581055,4.340152740478516,7.005821704864502,6.763335227966309,0.4121847152709961,8.840919494628906,4.896059036254883,5.154065132141113,7.7804036140441895,2.6945953369140625,77.6819953918457,13.33535385131836,4.180143356323242,7.072461128234863,5.547416687011719,0.3349447250366211,8.395263671875,4.8651838302612305,7.323334217071533,7.1907854080200195,3.0196542739868164,77.72522354125977,13.371607780456543,4.079667091369629,6.972287178039551,6.313377380371094,0.562016487121582,8.272465705871582,4.763452529907227,5.403809547424316,7.636806964874268,2.7440872192382812,75.8457350730896,13.055578231811523,4.25570011138916,7.195284843444824,6.519892692565918,0.3555717468261719,8.713366508483887,5.832675933837891,5.303926467895508,7.9846696853637695,3.371957778930664,78.13311672210693
2,2,ParkerAn_0_CORE_S_G,CORE_S_G,The waitress who sat  the girl unsurprisingly was unhappy about all the noise,,,97.8669,98.1464,100.66,97.5341,103.87799999999999,13.728130340576172,3.815427780151367,6.999754905700684,4.358737945556641,6.685820579528809,4.61112117767334,2.6247024536132812,7.669226169586182,3.333730697631836,6.512595176696777,69.71064472198486,13.986982345581055,4.340152740478516,7.005821704864502,4.514226913452148,6.607356071472168,4.632345199584961,3.0658960342407227,7.454866409301758,2.795516014099121,6.927390098571777,70.30908870697021,13.33535385131836,4.180143356323242,7.072461128234863,3.9979753494262695,7.515255928039551,4.928470611572266,2.9821243286132812,7.096301078796387,2.998659133911133,7.645272731781006,70.54670572280884,13.371607780456543,4.079667091369629,6.972287178039551,3.9692001342773438,7.54896879196167,4.832996368408203,4.398001670837402,7.5231122970581055,3.0444774627685547,6.518820762634277,71.37002992630005,13.055578231811523,4.25570011138916,7.195284843444824,3.6568784713745117,6.744771957397461,4.98915958404541,2.9225635528564453,8.081560134887695,3.2093677520751953,6.334672927856445,69.68873596191406
3,3,ParkerAn_0_CORE_S_U,CORE_S_U,The waitress who sat  the girl unsurprisingly were unhappy about all the noise,,,101.62799999999999,101.06200000000001,102.99700000000001,102.18,104.781,13.728130340576172,3.815427780151367,6.999754905700684,4.358737945556641,6.685820579528809,4.61112117767334,5.867300033569336,7.677343368530273,2.926651954650879,6.612607002258301,72.55952167510986,13.986982345581055,4.340152740478516,7.005821704864502,4.514226913452148,6.607356071472168,4.632345199584961,5.989508628845215,7.520503520965576,2.7236900329589844,7.064002990722656,73.24487686157227,13.33535385131836,4.180143356323242,7.072461128234863,3.9979753494262695,7.515255928039551,4.928470611572266,7.15294885635376,6.8746209144592285,2.9854068756103516,7.624763488769531,74.59129762649536,13.371607780456543,4.079667091369629,6.972287178039551,3.9692001342773438,7.54896879196167,4.832996368408203,5.645184516906738,7.680428504943848,2.710270881652832,6.566997528076172,72.57687997817993,13.055578231811523,4.25570011138916,7.195284843444824,3.6568784713745117,6.744771957397461,4.98915958404541,5.921327590942383,8.067441940307617,3.4839601516723633,6.419939041137695,72.98778581619263
4,4,ParkerAn_0_OBLIQUE_P_G,OBLIQUE_P_G,The waitress who sat near the girls unsurprisingly was unhappy about all the noise,,,105.367,106.99,103.914,101.322,108.06700000000001,13.728130340576172,3.815427780151367,6.999754905700684,6.11210823059082,0.40491199493408203,9.429388046264648,4.532259941101074,2.9368019104003906,8.172428131103516,3.4773244857788086,75.70207118988037,13.986982345581055,4.340152740478516,7.005821704864502,6.763335227966309,0.4121847152709961,9.215625762939453,5.269498825073242,2.770305633544922,8.28131103515625,2.7910995483398438,76.30002355575562,13.33535385131836,4.180143356323242,7.072461128234863,5.547416687011719,0.3349447250366211,8.788095474243164,4.561427116394043,3.779603958129883,7.3429083824157715,3.137418746948242,74.30010795593262,13.371607780456543,4.079667091369629,6.972287178039551,6.313377380371094,0.562016487121582,8.177196502685547,4.759537696838379,3.8982791900634766,7.693507194519043,2.984591484069824,74.65955305099487,13.055578231811523,4.25570011138916,7.195284843444824,6.519892692565918,0.3555717468261719,8.838134765625,6.270367622375488,3.4783735275268555,8.198037147521973,2.9195375442504883,76.37953567504883
5,5,ParkerAn_0_OBLIQUE_P_U,OBLIQUE_P_U,The waitress who sat near the girls unsurprisingly were unhappy about all the noise,,,104.492,108.53399999999999,105.292,110.729,106.48299999999999,13.728130340576172,3.815427780151367,6.999754905700684,6.11210823059082,0.40491199493408203,9.429388046264648,4.532259941101074,6.046378135681152,8.086629867553711,3.007134437561035,78.2893533706665,13.986982345581055,4.340152740478516,7.005821704864502,6.763335227966309,0.4121847152709961,9.215625762939453,5.269498825073242,4.360648155212402,8.113310813903809,2.7447566986083984,77.73252773284912,13.33535385131836,4.180143356323242,7.072461128234863,5.547416687011719,0.3349447250366211,8.788095474243164,4.561427116394043,6.601812362670898,7.27139949798584,3.2072696685791016,77.1601014137268,13.371607780456543,4.079667091369629,6.972287178039551,6.313377380371094,0.562016487121582,8.177196502685547,4.759537696838379,4.662175178527832,7.862110137939453,2.6789417266845703,75.39053535461426,13.055578231811523,4.25570011138916,7.195284843444824,6.519892692565918,0.3555717468261719,8.838134765625,6.270367622375488,4.815708160400391,8.220392227172852,3.2200679779052734,77.9813642501831
6,6,ParkerAn_0_CORE_P_G,CORE_P_G,The waitress who sat  the girls unsurprisingly was unhappy about all the noise,,,96.1772,96.9169,99.6508,96.2469,101.568,13.728130340576172,3.815427780151367,6.999754905700684,4.358737945556641,7.361143112182617,4.621457099914551,2.759335517883301,7.936164379119873,3.3559532165527344,6.490771293640137,70.86560249328613,13.986982345581055,4.340152740478516,7.005821704864502,4.514226913452148,8.406892776489258,4.457170486450195,2.894145965576172,8.1720552444458,2.7717323303222656,6.964734077453613,72.21299076080322,13.33535385131836,4.180143356323242,7.072461128234863,3.9979753494262695,8.561281204223633,4.8947858810424805,3.615633964538574,7.498689651489258,3.2977962493896484,7.292316436767578,72.58338165283203,13.371607780456543,4.079667091369629,6.972287178039551,3.9692001342773438,7.674054145812988,5.25041389465332,4.47764778137207,7.879587650299072,3.0278568267822266,6.457148551940918,72.41950416564941,13.055578231811523,4.25570011138916,7.195284843444824,3.6568784713745117,7.133059501647949,4.4752044677734375,3.7896060943603516,8.162430763244629,3.0084476470947266,6.249074935913086,69.86933469772339
7,7,ParkerAn_0_CORE_P_U,CORE_P_U,The waitress who sat  the girls unsurprisingly were unhappy about all the noise,,,99.4221,101.008,108.61399999999999,100.675,101.06200000000001,13.728130340576172,3.815427780151367,6.999754905700684,4.358737945556641,7.361143112182617,4.621457099914551,6.414879322052002,7.8673577308654785,2.945858955383301,6.667803764343262,74.13476419448853,13.986982345581055,4.340152740478516,7.005821704864502,4.514226913452148,8.406892776489258,4.457170486450195,4.49191951751709,7.950180530548096,2.800790786743164,7.054757118225098,73.64942121505737,13.33535385131836,4.180143356323242,7.072461128234863,3.9979753494262695,8.561281204223633,4.8947858810424805,5.92460823059082,7.292015075683594,3.210402488708496,7.368948936462402,74.73695039749146,13.371607780456543,4.079667091369629,6.972287178039551,3.9692001342773438,7.674054145812988,5.25041389465332,4.889657974243164,7.978025436401367,2.7213973999023438,6.527795791625977,72.79942178726196,13.055578231811523,4.25570011138916,7.195284843444824,3.6568784713745117,7.133059501647949,4.4752044677734375,5.232461929321289,7.9942755699157715,3.138051986694336,6.313952445983887,71.29694700241089
8,8,ParkerAn_1_OBLIQUE_S_G,OBLIQUE_S_G,The dog that dug in the hole unfortunately was covered in mud all over,,,135.284,118.569,127.571,114.96700000000001,115.977,10.034135818481445,4.769872665405273,10.676980018615723,2.4219961166381836,0.7173995971679688,6.3739914894104,13.392698287963867,1.54736328125,7.401572227478027,2.452573776245117,73.6923680305481,11.032292366027832,4.530061721801758,11.80759048461914,2.515507698059082,0.46697330474853516,5.818892478942871,12.430761337280273,2.14890193939209,6.131938934326172,1.9561595916748047,72.39135932922363,10.207426071166992,4.670653343200684,11.030562400817871,1.8327007293701172,0.5785140991210938,6.045383453369141,12.82136344909668,1.9561538696289062,6.221662521362305,2.267380714416504,71.65583610534668,11.08985710144043,4.406702041625977,11.704265594482422,2.338019371032715,0.7234334945678711,6.228541374206543,12.765585899353027,1.5289344787597656,6.505077362060547,1.7898445129394531,74.66629981994629,10.361665725708008,4.786491394042969,12.089759826660156,2.2611541748046875,0.5511960983276367,5.786482810974121,12.752439498901367,2.1065053939819336,6.500560760498047,2.341122627258301,76.03785037994385
9,9,ParkerAn_1_OBLIQUE_S_U,OBLIQUE_S_U,The dog that dug in the hole unfortunately were covered in mud all over,,,130.774,120.896,117.85700000000001,117.954,116.387,10.034135818481445,4.769872665405273,10.676980018615723,2.4219961166381836,0.7173995971679688,6.3739914894104,13.392698287963867,5.51573371887207,7.171483993530273,2.425199508666992,77.40822553634644,11.032292366027832,4.530061721801758,11.80759048461914,2.515507698059082,0.46697330474853516,5.818892478942871,12.430761337280273,6.711915969848633,6.123250961303711,1.8567638397216797,76.88871097564697,10.207426071166992,4.670653343200684,11.030562400817871,1.8327007293701172,0.5785140991210938,6.045383453369141,12.82136344909668,5.350592613220215,6.073908805847168,1.8989620208740234,74.99224281311035,11.08985710144043,4.406702041625977,11.704265594482422,2.338019371032715,0.7234334945678711,6.228541374206543,12.765585899353027,6.675795555114746,6.357563018798828,1.7589035034179688,79.72090244293213,10.361665725708008,4.786491394042969,12.089759826660156,2.2611541748046875,0.5511960983276367,5.786482810974121,12.752439498901367,7.025635719299316,6.447120666503906,2.2012510299682617,81.16289043426514
